# T0015-002 (E3301-SN05 with B1 RFCU) wideband noise power spectra and gain.
# Digitiser datasets=M0_L5_V_Pol_sw_spec_dump_?.csv, digitiser spectrometer output, average of 3
# REF datasets=WBG8GHz_DIG_QTP_Vpol_ND_OFF.csv, spectrum analyser output from same input, with ~413MHz corrected manually.
# Input signal is NoiseWave model NW6G-MI with 13dB attenuation, fed through a 3dB divider to H & V inputs.
# 
# Frequency [Hz],Channel power [dBX],Gain [dB]
521879824.13287735,-43.31960708,20.68791850
522297997.06888127,-43.34186691,20.66535540
522716170.00488514,-43.36270127,20.64421778
523134342.94088912,-43.38548645,20.62112934
523552515.87689298,-43.41572073,20.59059178
523970688.81289691,-43.43129695,20.57471230
524388861.74890089,-43.44635135,20.55935464
524807034.68490475,-43.46004612,20.54957719
525225207.62090862,-43.47973386,20.53520563
525643380.55691254,-43.50530600,20.51494967
526061553.49291641,-43.51634333,20.50922852
526479726.42892039,-43.53452020,20.49636782
526897899.36492425,-43.55153983,20.48466437
527316072.30092818,-43.55402588,20.48749449
527734245.23693210,-43.56680557,20.48003098
528152418.17293602,-43.56702533,20.48512740
528570591.10893989,-43.59317922,20.46428969
528988764.04494381,-43.58994401,20.47284107
529406936.98094767,-43.60977477,20.45832648
529825109.91695166,-43.60554121,20.46787622
530243282.85295552,-43.60244356,20.47629006
530661455.78895944,-43.61408201,20.46996778
531079628.72496337,-43.61552381,20.47384216
531497801.66096729,-43.61936132,20.47532082
531915974.59697115,-43.61522397,20.48477435
532334147.53297502,-43.61089902,20.49441548
532752320.46897894,-43.61517224,20.49545843
533170493.40498292,-43.60208161,20.51386524
533588666.34098679,-43.60970155,20.51156148
534006839.27699065,-43.60060955,20.52596965
534425012.21299464,-43.59456611,20.53732927
534843185.14899856,-43.58689008,20.55032148
535261358.08500242,-43.57590914,20.56661859
535679531.02100629,-43.57237142,20.57468883
536097703.95701021,-43.55453079,20.59067922
536515876.89301419,-43.54193282,20.60142695
536934049.82901812,-43.53218371,20.60932582
537352222.76502192,-43.52392999,20.61572930
537770395.70102596,-43.50549520,20.63231386
538188568.63702977,-43.49482167,20.64113715
538606741.57303369,-43.48305838,20.65105020
539024914.50903761,-43.45183704,20.68042131
539443087.44504142,-43.43904123,20.69136687
539861260.38104546,-43.41617301,20.71238486
540279433.31704938,-43.40444594,20.72226168
540697606.25305319,-43.39200422,20.73285316
541115779.18905723,-43.36568684,20.75732031
541533952.12506104,-43.34391061,20.77724630
541952125.06106496,-43.32405822,20.79524846
542370297.99706888,-43.29230644,20.82515000
542788470.93307269,-43.28039060,20.83521560
543206643.86907673,-43.25495472,20.85880124
543624816.80508053,-43.24101314,20.87089258
544042989.74108446,-43.21695712,20.89309837
544461162.67708850,-43.17430268,20.93390257
544879335.61309230,-43.16123213,20.94512288
545297508.54909623,-43.13658640,20.96791837
545715681.48510015,-43.10506918,20.99758535
546133854.42110395,-43.07864543,21.02215886
546552027.35710800,-43.06044972,21.03850434
546970200.29311180,-43.03362093,21.06397650
547388373.22911572,-43.00961804,21.08718471
547806546.16511977,-42.97935885,21.11664923
548224719.10112357,-42.94914734,21.14606607
548642892.03712749,-42.92431245,21.17010628
549061064.97313142,-42.90138522,21.19223882
549479237.90913522,-42.87100669,21.22182269
549897410.84513927,-42.85057596,21.24145873
550315583.78114307,-42.81914458,21.27209544
550733756.71714699,-42.79414974,21.29629560
551151929.65315104,-42.78019132,21.30945934
551570102.58915484,-42.74660273,21.34225326
551988275.52515876,-42.72067250,21.36738880
552406448.46116269,-42.70568097,21.38158566
552824621.39716649,-42.67565083,21.41082112
553242794.33317053,-42.65938862,21.42628865
553660967.26917434,-42.63206408,21.45281851
554079140.20517826,-42.60699583,21.47709209
554497313.14118230,-42.58354622,21.49974703
554915486.07718611,-42.57618006,21.50631850
555333659.01319003,-42.55170281,21.53000108
555751831.94919395,-42.53443586,21.54647335
556170004.88519776,-42.49636342,21.58375111
556588177.82120180,-42.48369167,21.59562818
557006350.75720561,-42.46437964,21.61414554
557424523.69320953,-42.44008035,21.63765015
557842696.62921357,-42.43072288,21.64621294
558260869.56521738,-42.41644616,21.65512131
558679042.50122130,-42.40010323,21.66513188
559097215.43722522,-42.38420505,21.67469770
559515388.37322903,-42.36318621,21.68938418
559933561.30923307,-42.35218068,21.69405734
560351734.24523687,-42.33746600,21.70243966
560769907.18124080,-42.32568909,21.70788422
561188080.11724484,-42.30810552,21.71913542
561606253.05324864,-42.28750540,21.73340318
562024425.98925257,-42.28213827,21.73243795
562442598.92525649,-42.26037209,21.74787177
562860771.86126029,-42.24278823,21.75912327
563278944.79726434,-42.25103117,21.74454797
563697117.73326814,-42.23922476,21.75002201
564115290.66927207,-42.20841107,21.77450334
564533463.60527599,-42.20038038,21.77620167
564951636.54127991,-42.20121643,21.76903326
565369809.47728384,-42.18500445,21.77891287
565787982.41328764,-42.18380548,21.77377949
566206155.34929156,-42.15764278,21.79360982
566624328.28529561,-42.16316724,21.78175300
567042501.22129941,-42.14904568,21.78954220
567460674.15730333,-42.13943657,21.79281895
567878847.09330726,-42.13065703,21.79526612
568297020.02931118,-42.12233706,21.79725374
568715192.96531510,-42.11744200,21.79581643
569133365.90131891,-42.10969343,21.79714296
569551538.83732283,-42.09958156,21.80043564
569969711.77332687,-42.10113738,21.79206064
570387884.70933068,-42.08861076,21.79776806
570806057.64533460,-42.07769903,21.80186060
571224230.58133852,-42.06576498,21.80697546
571642403.51734245,-42.06182013,21.80410112
572060576.45334637,-42.04404821,21.81505385
572478749.38935018,-42.04757509,21.80470778
572896922.32535410,-42.03233546,21.81312821
573315095.26135814,-42.03042188,21.80822261
573733268.19736195,-42.02582314,21.80600215
574151441.13336587,-42.01071287,21.81429323
574569614.06936979,-42.00446919,21.81371772
574987787.00537372,-42.00524687,21.80612086
575405959.94137764,-41.99553236,21.80901617
575824132.87738144,-41.99635566,21.80137368
576242305.81338537,-41.98785437,21.80305578
576660478.74938941,-41.96914620,21.81494476
577078651.68539321,-41.97821763,21.79905414
577496824.62139714,-41.95817197,21.81228061
577914997.55740106,-41.96297964,21.80065375
578333170.49340498,-41.94815608,21.80865812
578751343.42940891,-41.94631841,21.80367659
579169516.36541271,-41.94310663,21.80006918
579587689.30141664,-41.94092195,21.79543467
580005862.23742068,-41.93895539,21.79058204
580424035.17342448,-41.93475727,21.79390812
580842208.10942841,-41.92811655,21.80469248
581260381.04543233,-41.92863048,21.80832219
581678553.98143625,-41.92473803,21.81635827
582096726.91744018,-41.91355512,21.83168481
582514899.85344398,-41.91435152,21.83503205
582933072.78944790,-41.90749170,21.84603550
583351245.72545195,-41.90455098,21.85311986
583769418.66145575,-41.91927214,21.84254232
584187591.59745967,-41.90577239,21.86018571
584605764.53346360,-41.90828011,21.86182162
585023937.46946752,-41.91125316,21.86299221
585442110.40547144,-41.91565537,21.86273363
585860283.34147525,-41.91144758,21.87108506
586278456.27747917,-41.90675468,21.87992159
586696629.21348310,-41.91905643,21.87176348
587114802.14948702,-41.91186267,21.88310087
587532975.08549094,-41.92275942,21.87634775
587951148.02149487,-41.92143306,21.88181775
588369320.95749879,-41.92669246,21.88070198
588787493.89350271,-41.94154324,21.86999483
589205666.82950652,-41.93996421,21.87571750
589623839.76551044,-41.94740855,21.87241679
590042012.70151436,-41.95994457,21.86402441
590460185.63751829,-41.97239409,21.85571852
590878358.57352221,-41.97116130,21.86109495
591296531.50952613,-41.98826572,21.84813416
591714704.44553006,-42.00249010,21.83452643
592132877.38153398,-42.01266145,21.82458316
592551050.31753778,-42.02335520,21.81411751
592969223.25354171,-42.04010586,21.79759494
593387396.18954563,-42.05024465,21.78768425
593805569.12554955,-42.06907772,21.76907927
594223742.06155348,-42.07822598,21.76015911
594641914.99755740,-42.08368136,21.75493183
595060087.93356133,-42.10460630,21.73423497
595478260.86956525,-42.13084636,21.70822301
595896433.80556905,-42.13809995,21.70119751
596314606.74157298,-42.17664707,21.66287849
596732779.67757690,-42.18550305,21.65425060
597150952.61358082,-42.20577622,21.63420552
597569125.54958475,-42.23221205,21.60799779
597987298.48558867,-42.24991771,21.59052023
598405471.42159259,-42.25878705,21.58187898
598823644.35759652,-42.28280589,21.55808823
599241817.29360032,-42.31587288,21.52524933
599659990.22960424,-42.33419447,21.50715584
600078163.16560817,-42.35623302,21.48534538
600496336.10161209,-42.38232499,21.45948151
600914509.03761601,-42.39352839,21.44850620
601332681.97361994,-42.42077545,21.42148724
601750854.90962386,-42.44237956,21.40011122
602169027.84562778,-42.47494978,21.36776909
602587200.78163159,-42.49223615,21.35132362
603005373.71763551,-42.50982622,21.33632720
603423546.65363944,-42.52892208,21.31982500
603841719.58964336,-42.55767082,21.29366991
604259892.52564728,-42.58332222,21.27061216
604678065.46165121,-42.60578446,21.25074357
605096238.39765513,-42.62740760,21.23171410
605514411.33365905,-42.64821402,21.21350133
605932584.26966286,-42.67451644,21.18979257
606350757.20566678,-42.69543252,21.17147014
606768930.14167070,-42.71737721,21.15211911
607187103.07767463,-42.73939931,21.13269066
607605276.01367855,-42.77433837,21.10034526
608023448.94968247,-42.77281776,21.10445952
608441621.88568640,-42.78759391,21.09227702
608859794.82169032,-42.82023957,21.06222502
609277967.75769413,-42.82668949,21.05836875
609696140.69369805,-42.86662730,21.02102460
610114313.62970197,-42.88340474,21.00684081
610532486.56570590,-42.90415859,20.98868062
610950659.50170982,-42.91689353,20.97853934
611368832.43771374,-42.94151027,20.95651625
611787005.37371767,-42.95359204,20.94702814
612205178.30972147,-42.96827222,20.93494161
612623351.24572539,-42.97913309,20.92667440
613041524.18172932,-42.99191214,20.91648900
613459697.11773324,-43.01886371,20.89213108
613877870.05373716,-43.02634730,20.88227807
614296042.98974109,-43.04289254,20.86028693
614714215.92574501,-43.05498318,20.84275038
615132388.86174893,-43.05417019,20.83811747
615550561.79775274,-43.06654993,20.82029183
615968734.73375666,-43.08041823,20.80097763
616386907.66976058,-43.10498165,20.77096831
616805080.60576451,-43.10477882,20.76572524
617223253.54176843,-43.09129244,20.77376571
617641426.47777236,-43.11215999,20.74745226
618059599.41377628,-43.12610489,20.72806145
618477772.34978020,-43.12884458,20.71987587
618895945.28578401,-43.11562269,20.72765185
619314118.22178793,-43.13324355,20.70458508
619732291.15779185,-43.12761568,20.70476705
620150464.09379578,-43.13077924,20.69615759
620568637.02979970,-43.13423082,20.68726011
620986809.96580362,-43.13783070,20.67821433
621404982.90180755,-43.13245758,20.67814155
621823155.83781147,-43.12495421,20.68019902
622241328.77381527,-43.11883633,20.68087099
622659501.70981920,-43.12656118,20.66770024
623077674.64582312,-43.11013487,20.67868065
623495847.58182704,-43.10522341,20.67814621
623914020.51783097,-43.09029830,20.68762541
624332193.45383489,-43.07762847,20.69484934
624750366.38983881,-43.07058649,20.69644541
625168539.32584274,-43.07656488,20.68546129
625586712.26184654,-43.07184187,20.68518958
626004885.19785047,-43.04604267,20.70599406
626423058.13385439,-43.03635364,20.71068835
626841231.06985831,-43.03018120,20.71186607
627259404.00586224,-42.99740196,20.73965058
627677576.94186616,-42.99688003,20.73517779
628095749.87787008,-42.99146512,20.73559797
628513922.81387401,-42.97015016,20.75191821
628932095.74987781,-42.95440804,20.76266560
629350268.68588173,-42.92836165,20.78371726
629768441.62188566,-42.90913737,20.79794682
630186614.55788958,-42.90774169,20.79434777
630604787.49389350,-42.87057775,20.82651699
631022960.42989743,-42.86573685,20.82636316
631441133.36590135,-42.83870719,20.84839810
631859306.30190527,-42.80996408,20.87214648
632277479.23790908,-42.80529594,20.87181989
632695652.17391300,-42.78143646,20.89068465
633113825.10991693,-42.76917272,20.89795366
633531998.04592085,-42.73964725,20.92248440
633950170.98192477,-42.72200839,20.93512854
634368343.91792858,-42.68503574,20.96710646
634786516.85393262,-42.67650308,20.97064439
635204689.78993654,-42.66036278,20.98178996
635622862.72594035,-42.64649777,20.99066025
636041035.66194427,-42.61889774,21.01194166
636459208.59794819,-42.59908294,21.02279680
636877381.53395212,-42.56432768,21.04859239
637295554.46995604,-42.56457143,21.03938898
637713727.40595984,-42.54202490,21.05297585
638131900.34196389,-42.51129975,21.07474133
638550073.27796781,-42.49371132,21.08337009
638968246.21397161,-42.47281579,21.09530596
639386419.14997554,-42.45877150,21.10039058
639804592.08597946,-42.43542027,21.11478215
640222765.02198339,-42.43579907,21.10544368
640640937.95798731,-42.41002044,21.12226265
641059110.89399111,-42.39463354,21.12868988
641477283.82999516,-42.37437441,21.13998935
641895456.76599908,-42.36585583,21.13954826
642313629.70200288,-42.35654444,21.13989999
642731802.63800681,-42.32798461,21.15950015
643149975.57401073,-42.32789991,21.15062519
643568148.51001465,-42.31820872,21.15135671
643986321.44601858,-42.30316654,21.15743923
644404494.38202238,-42.29521880,21.15642731
644822667.31802642,-42.28455274,21.15813370
645240840.25403035,-42.27159831,21.16212847
645659013.19003415,-42.26716202,21.15760508
646077186.12603807,-42.26940208,21.14640536
646495359.06204200,-42.24235049,21.16449729
646913531.99804592,-42.23611843,21.16176969
647331704.93404984,-42.24421258,21.14201433
647749877.87005365,-42.23935516,21.13400914
648168050.80605769,-42.22289773,21.13760396
648586223.74206161,-42.21686967,21.13076942
649004396.67806542,-42.21386171,21.12091477
649422569.61406934,-42.21271654,21.10919734
649840742.55007327,-42.21509724,21.09395403
650258915.48607719,-42.21009411,21.08609456
650677088.42208111,-42.20293300,21.08039306
651095261.35808492,-42.21076831,21.05969515
651513434.29408896,-42.20623097,21.05136988
651931607.23009288,-42.21006001,21.03467824
652349780.16609669,-42.20812079,21.02375485
652767953.10210061,-42.19353609,21.02547695
653186126.03810453,-42.19987079,21.00627965
653604298.97410846,-42.19244264,21.00084519
654022471.91011238,-42.19703199,20.98339324
654440644.84611619,-42.20608906,20.96147356
654858817.78212023,-42.19597395,20.95872607
655276990.71812403,-42.19098365,20.95085376
655695163.65412796,-42.19113016,20.93784464
656113336.59013188,-42.20068487,20.91542733
656531509.52613580,-42.19568453,20.90756506
656949682.46213973,-42.20474629,20.88564070
657367855.39814365,-42.20375052,20.87377386
657786028.33414745,-42.20974944,20.85491234
658204201.27015150,-42.20490425,20.84758206
658622374.20615530,-42.19507717,20.85816287
659040547.14215922,-42.19166343,20.86233033
659458720.07816315,-42.19100748,20.86374001
659876893.01416695,-42.19807186,20.85742936
660295065.95017099,-42.19710900,20.85914594
660713238.88617492,-42.18064926,20.87635940
661131411.82217872,-42.19486024,20.86290216
661549584.75818276,-42.18740263,20.87111349
661967757.69418657,-42.19084048,20.86842937
662385930.63019049,-42.17808620,20.88193737
662804103.56619442,-42.18814823,20.87262907
663222276.50219822,-42.18559644,20.87593458
663640449.43820226,-42.16729282,20.89499193
664058622.37420619,-42.17116933,20.89186915
664476795.31020999,-42.17731910,20.88647311
664894968.24621403,-42.16516770,20.89937823
665313141.18221784,-42.16647217,20.89882749
665731314.11822176,-42.14956106,20.91649232
666149487.05422568,-42.15597321,20.91083390
666567659.99022949,-42.15062926,20.91693157
666985832.92623353,-42.15213496,20.91617960
667404005.86223745,-42.15247132,20.91659697
667822178.79824126,-42.14929812,20.92052389
668240351.73424530,-42.13655986,20.93401588
668658524.67024910,-42.13252258,20.93880689
669076697.60625303,-42.14091911,20.93116408
669494870.54225695,-42.13103413,20.94547246
669913043.47826076,-42.13323545,20.95300272
670331216.41426480,-42.12464471,20.97132503
670749389.35026872,-42.12204776,20.98365355
671167562.28627253,-42.13200878,20.98342411
671585735.22227657,-42.12382566,21.00133881
672003908.15828037,-42.12382489,21.01107116
672422081.09428430,-42.12326362,21.02136400
672840254.03028822,-42.12760177,21.02675743
673258426.96629202,-42.12752227,21.03656851
673676599.90229607,-42.12240021,21.05142214
674094772.83829999,-42.13487401,21.04867992
674512945.77430379,-42.13662310,21.05666240
674931118.71030784,-42.12626247,21.07675461
675349291.64631164,-42.12816531,21.08458335
675767464.58231556,-42.13319717,21.08928307
676185637.51831949,-42.14309940,21.08911241
676603810.45432329,-42.15503120,21.08691219
677021983.39032733,-42.14831207,21.10336289
677440156.32633114,-42.14934425,21.11206229
677858329.26233506,-42.15979315,21.11134496
678276502.19833910,-42.16680800,21.11406169
678694675.13434291,-42.17813448,21.11246679
679112848.07034683,-42.19402265,21.10631020
679531021.00635076,-42.19107554,21.11898887
679949193.94235456,-42.19104060,21.12875540
680367366.87835860,-42.21127089,21.11825668
680785539.81436241,-42.21896178,21.11285668
681203712.75036633,-42.22905343,21.10279596
681621885.68637037,-42.24536767,21.08651264
682040058.62237418,-42.25660476,21.07530649
682458231.55837810,-42.26537365,21.06656852
682876404.49438202,-42.27900922,21.05296388
683294577.43038583,-42.29412390,21.03788013
683712750.36638987,-42.31193264,21.02010232
684130923.30239367,-42.31460777,21.01745812
684549096.23839760,-42.34467636,20.98742045
684967269.17440164,-42.34367816,20.98844958
685385442.11040545,-42.36895542,20.96320325
685803615.04640937,-42.37664755,20.95554205
686221787.98241329,-42.39599649,20.93622404
686639960.91841710,-42.41870651,20.91354495
687058133.85442114,-42.43845340,20.89382898
687476306.79042494,-42.45344965,20.87886366
687894479.72642887,-42.47445715,20.85788709
688312652.66243291,-42.48052068,20.85185448
688730825.59843671,-42.50675575,20.82565034
689148998.53444064,-42.52553954,20.80689748
689567171.47044456,-42.53829948,20.79416847
689985344.40644836,-42.55189981,20.78059907
690403517.34245241,-42.56502978,20.76750002
690821690.27845621,-42.59424857,20.73831216
691239863.21446013,-42.60756853,20.72502313
691658036.15046418,-42.61837362,20.71324948
692076209.08646798,-42.64426224,20.67941580
692494382.02247190,-42.65648791,20.65924507
692912554.95847583,-42.66834603,20.63944190
693330727.89447963,-42.71037670,20.58946618
693748900.83048368,-42.71913144,20.57276638
694167073.76648748,-42.72875581,20.55519696
694585246.70249140,-42.75089111,20.52511660
695003419.63849545,-42.76966869,20.49839397
695421592.57449925,-42.77318515,20.48693245
695839765.51050317,-42.79416065,20.45801189
696257938.44650710,-42.80311201,20.44111547
696676111.38251090,-42.83032194,20.40596049
697094284.31851494,-42.83663605,20.39170133
697512457.25451875,-42.84609470,20.37429762
697930630.19052267,-42.86093318,20.35151409
698348803.12652659,-42.87765513,20.32684708
698766976.06253052,-42.90044714,20.29611001
699185148.99853444,-42.90622927,20.28238283
699603321.93453836,-42.90987862,20.27078842
700021494.87054217,-42.92118624,20.25153575
700439667.80654621,-42.92397265,20.24080429
700857840.74255002,-42.93408337,20.22274851
701276013.67855394,-42.95285878,20.19602804
701694186.61455786,-42.95237851,20.18856326
702112359.55056179,-42.95761337,20.17538334
702530532.48656571,-42.96846168,20.15658998
702948705.42256951,-42.97981554,20.14377863
703366878.35857344,-42.98715894,20.14190548
703785051.29457748,-42.97820931,20.15632535
704203224.23058128,-42.99844842,20.14155649
704621397.16658521,-43.00287013,20.14260502
705039570.10258913,-42.99876368,20.15218172
705457743.03859305,-43.00163443,20.15478122
705875915.97459698,-43.00125292,20.16063297
706294088.91060078,-42.99060598,20.17675015
706712261.84660470,-43.00314143,20.16968494
707130434.78260875,-42.99679355,20.18150307
707548607.71861255,-43.00121978,20.18254708
707966780.65461648,-43.00014270,20.18909440
708384953.59062040,-42.99740177,20.19730558
708803126.52662432,-42.99726922,20.20290838
709221299.46262825,-42.99982003,20.20582780
709639472.39863205,-42.98982803,20.22129006
710057645.33463597,-42.98605623,20.23053210
710475818.27064002,-42.97324769,20.24881088
710893991.20664382,-42.97893308,20.24859574
711312164.14264774,-42.98083163,20.25216743
711730337.07865167,-42.96454447,20.27392483
712148510.01465559,-42.95871614,20.28522340
712566682.95065951,-42.94745149,20.30195830
712984855.88666332,-42.94432246,20.31055757
713403028.82266724,-42.93521293,20.32513734
713821201.75867128,-42.93149881,20.33432171
714239374.69467509,-42.93491782,20.32282568
714657547.63067901,-42.91704015,20.33008187
715075720.56668293,-42.90814645,20.32835411
715493893.50268686,-42.90575000,20.32012909
715912066.43869078,-42.88839470,20.32686291
716330239.37469459,-42.87735231,20.32728383
716748412.31069851,-42.86826798,20.32574669
717166585.24670255,-42.87213681,20.31125638
717584758.18270636,-42.85376164,20.31901009
718002931.11871028,-42.85356653,20.30858373
718421104.05471420,-42.83865354,20.31287524
718839276.99071813,-42.84526706,20.29564025
719257449.92672205,-42.83361974,20.29666610
719675622.86272585,-42.80889909,20.31076528
720093795.79872978,-42.80587633,20.30316657
720511968.73473382,-42.80734509,20.29107633
720930141.67073762,-42.80059228,20.28720768
721348314.60674155,-42.78645961,20.29071887
721766487.54274547,-42.78765031,20.27890670
722184660.47874939,-42.77770216,20.27823338
722602833.41475332,-42.77440319,20.27091088
723021006.35075712,-42.77026014,20.26443245
723439179.28676105,-42.76990014,20.25417099
723857352.22276497,-42.77535353,20.23809612
724275525.15876889,-42.76429602,20.23853215
724693698.09477282,-42.76477944,20.22742727
725111871.03077674,-42.75446298,20.22870839
725530043.96678066,-42.75462871,20.22584549
725948216.90278459,-42.76795927,20.20981774
726366389.83878839,-42.75945298,20.21562686
726784562.77479231,-42.77621655,20.19616611
727202735.71079624,-42.77207243,20.19761305
727620908.64680016,-42.75824813,20.20874017
728039081.58280408,-42.77535045,20.18894068
728457254.51880801,-42.78616374,20.17543020
728875427.45481193,-42.77214754,20.18674923
729293600.39081585,-42.77825008,20.17794951
729711773.32681966,-42.79320737,20.16029504
730129946.26282358,-42.82032899,20.13047625
730548119.19882751,-42.80769563,20.14041243
730966292.13483143,-42.80739481,20.13801608
731384465.07083535,-42.81991959,20.12279411
731802638.00683928,-42.83344329,20.10657324
732220810.94284320,-42.84444194,20.09287741
732638983.87884712,-42.83797372,20.09664845
733057156.81485093,-42.87636021,20.05556478
733475329.75085485,-42.86828455,20.06094326
733893502.68685877,-42.87634209,20.05018854
734311675.62286270,-42.89135431,20.03247914
734729848.55886662,-42.90407515,20.01706113
735148021.49487054,-42.91795014,20.00048896
735566194.43087447,-42.93967333,19.97606860
735984367.36687839,-42.94915073,19.96389402
736402540.30288219,-42.96579199,19.94205760
736820713.23888612,-42.96503805,19.93564125
737238886.17489004,-42.99492840,19.89858063
737657059.11089396,-43.01074932,19.87558943
738075232.04689789,-43.01500207,19.86416639
738493404.98290181,-43.03451288,19.83748531
738911577.91890574,-43.04718305,19.81764485
739329750.85490966,-43.05947266,19.79818496
739747923.79091346,-43.09217882,19.75830853
740166096.72691739,-43.09336765,19.74994941
740584269.66292131,-43.10650680,19.72963998
741002442.59892523,-43.12047195,19.70850455
741420615.53492916,-43.12962632,19.69217990
741838788.47093308,-43.15265444,19.66198149
742256961.40693700,-43.16169182,19.64577384
742675134.34294093,-43.17398207,19.62631331
743093307.27894473,-43.19618662,19.59693848
743511480.21494865,-43.20717394,19.57878087
743929653.15095258,-43.22111476,19.55766978
744347826.08695650,-43.23852458,19.53308967
744765999.02296042,-43.25241271,19.51203126
745184171.95896435,-43.25618891,19.50108478
745602344.89496827,-43.27060308,19.47950033
746020517.83097208,-43.27242270,19.47051043
746438690.76697600,-43.28846707,19.44729577
746856863.70297992,-43.30549002,19.42310255
747275036.63898385,-43.30763984,19.41378245
747693209.57498777,-43.31668098,19.40692315
748111382.51099169,-43.33248274,19.39415277
748529555.44699562,-43.33734027,19.39232661
748947728.38299954,-43.35429875,19.37839950
749365901.31900334,-43.34697046,19.38875916
749784074.25500727,-43.36936043,19.36940056
750202247.19101119,-43.37460592,19.36718644
750620420.12701511,-43.36970517,19.37511857
751038593.06301904,-43.39970465,19.34815046
751456765.99902296,-43.39689285,19.35399364
751874938.93502688,-43.40624764,19.34767022
752293111.87103081,-43.41514102,19.34180820
752711284.80703461,-43.42078814,19.33919246
753129457.74303854,-43.42489965,19.33811232
753547630.67904246,-43.42243773,19.34360562
753965803.61504638,-43.42912648,19.33994824
754383976.55105031,-43.43638364,19.33572245
754802149.48705423,-43.44153195,19.33360551
755220322.42305815,-43.44500572,19.33316311
755638495.35906208,-43.44187212,19.33932809
756056668.29506588,-43.45605469,19.32817689
756474841.23106980,-43.45611873,19.33114422
756893014.16707373,-43.46076322,19.32953110
757311187.10307765,-43.46109179,19.33223390
757729360.03908157,-43.46240113,19.33395593
758147532.97508550,-43.46942622,19.32996222
758565705.91108942,-43.47969830,19.31935215
758983878.84709334,-43.47860633,19.31122371
759402051.78309715,-43.47762919,19.30298045
759820224.71910107,-43.48111589,19.29027334
760238397.65510499,-43.49767478,19.26449405
760656570.59110892,-43.50176736,19.25118106
761074743.52711284,-43.50175562,19.24197240
761492916.46311677,-43.50973509,19.22477252
761911089.39912069,-43.52961331,19.19567390
762329262.33512461,-43.52525593,19.19081087
762747435.27112842,-43.53052680,19.17631959
763165608.20713234,-43.55037868,19.14724731
763583781.14313626,-43.55359402,19.13481156
764001954.07914019,-43.56995142,19.10923375
764420127.01514411,-43.57728863,19.09267614
764838299.95114803,-43.58246945,19.07827491
765256472.88715196,-43.59618661,19.05533736
765674645.82315588,-43.60765167,19.03465189
766092818.75915968,-43.62131882,19.01176434
766510991.69516361,-43.62533005,18.99853269
766929164.63116753,-43.64157552,18.97306682
767347337.56717145,-43.65383709,18.95158484
767765510.50317538,-43.65642853,18.93977300
768183683.43917930,-43.67587826,18.91110286
768601856.37518322,-43.68940844,18.88835228
769020029.31118715,-43.70307094,18.86546937
769438202.24719095,-43.72826140,18.83105851
769856375.18319488,-43.72560271,18.83113733
770274548.11919880,-43.74617050,18.81183487
770692721.05520272,-43.76409048,18.79518021
771110893.99120665,-43.78778162,18.77275440
771529066.92721045,-43.77996323,18.78183812
771947239.86321449,-43.81904924,18.74401744
772365412.79921842,-43.82525439,18.73907761
772783585.73522222,-43.84978507,18.71581226
773201758.67122614,-43.85382128,18.71304138
773619931.60723007,-43.87212105,18.69600694
774038104.54323399,-43.89337865,18.67601466
774456277.47923791,-43.90714305,18.66351559
774874450.41524172,-43.92460130,18.64732267
775292623.35124576,-43.94150496,18.63168433
775710796.28724968,-43.95398998,18.62046463
776128969.22325349,-43.96858151,18.60713844
776547142.15925741,-43.98299934,18.59398593
776965315.09526134,-44.00314859,18.57510201
777383488.03126526,-44.01136166,18.56815427
777801660.96726918,-44.02929539,18.55148586
778219833.90327299,-44.04414437,18.53790221
778638006.83927703,-44.03972618,18.54358573
779056179.77528095,-44.05964859,18.52492864
779474352.71128476,-44.07019554,18.51564702
779892525.64728868,-44.09635789,18.49075000
780310698.58329260,-44.10078222,18.48759099
780728871.51929653,-44.11129302,18.47834552
781147044.45530045,-44.12894571,18.46371202
781565217.39130425,-44.12858141,18.46711041
781983390.32730830,-44.14037084,18.45835508
782401563.26331222,-44.13940676,18.46235325
782819736.19931602,-44.16692652,18.43786758
783237909.13531995,-44.15349949,18.45432871
783656082.07132387,-44.17316807,18.43769421
784074255.00732780,-44.18372924,18.43016715
784492427.94333172,-44.18310370,18.43382677
784910600.87933552,-44.18885039,18.43111418
785328773.81533957,-44.19575427,18.42724439
785746946.75134349,-44.19959223,18.42644052
786165119.68734729,-44.20552101,18.42354583
786583292.62335122,-44.19489842,18.43720251
787001465.55935514,-44.20400744,18.43112759
787419638.49535906,-44.20485922,18.43330990
787837811.43136299,-44.20395072,18.43725249
788255984.36736679,-44.19643877,18.44779854
788674157.30337083,-44.20160723,18.44566416
789092330.23937464,-44.21936188,18.43094361
789510503.17537856,-44.20223345,18.45110613
789928676.11138248,-44.20323236,18.45314132
790346849.04738641,-44.19821948,18.46118829
790765021.98339033,-44.18940656,18.47303530
791183194.91939425,-44.20335678,18.46211917
791601367.85539806,-44.18498519,18.48352486
792019540.79140210,-44.18020202,18.48866807
792437713.72740591,-44.18631328,18.47794769
792855886.66340983,-44.17577469,18.48387714
793274059.59941375,-44.16835945,18.48668326
793692232.53541756,-44.15993031,18.49050327
794110405.47142160,-44.16075268,18.48507176
794528578.40742552,-44.15692579,18.48428953
794946751.34342933,-44.12926880,18.50733739
795364924.27943337,-44.12905060,18.50294646
