# T0015-002 (E3301-SN05 with B1 RFCU) wideband noise power spectra and gain.
# Digitiser datasets=M0_L5_H_Pol_sw_spec_dump_?.csv, digitiser spectrometer output, average of 3
# REF datasets=WBG8GHz_DIG_QTP_Hpol_ND_OFF.csv, spectrum analyser output from same input. 3
# Input signal is NoiseWave model NW6G-MI with 13dB attenuation, fed through a 3dB divider to H & V inputs.
# 
# Frequency [Hz],Channel power [dBX],Gain [dB]
801637518.31949186,-45.06114857,17.47355619
802055691.25549591,-45.07276623,17.46547104
802473864.19149971,-45.09587498,17.44589482
802892037.12750363,-45.10587060,17.43943172
803310210.06350756,-45.11887405,17.43126554
803728382.99951136,-45.14521568,17.41029894
804146555.93551540,-45.15581029,17.40507936
804564728.87151933,-45.16591499,17.40034968
804982901.80752313,-45.17811592,17.39352377
805401074.74352717,-45.20237569,17.37463903
805819247.67953098,-45.21224026,17.37014948
806237420.61553490,-45.22997771,17.35778706
806655593.55153883,-45.25080782,17.34233197
807073766.48754263,-45.25849595,17.34001888
807491939.42354667,-45.27556648,17.32832337
807910112.35955060,-45.29456265,17.31470223
808328285.29555440,-45.30444610,17.31019380
808746458.23155844,-45.33094894,17.28906599
809164631.16756225,-45.33808951,17.28730044
809582804.10356617,-45.36012414,17.27064084
810000977.03957009,-45.37604213,17.26009788
810419149.97557390,-45.39710089,17.24441414
810837322.91157794,-45.42202424,17.22486582
811255495.84758186,-45.44932479,17.20294030
811673668.78358567,-45.46200026,17.19563985
812091841.71958971,-45.48507828,17.17793686
812510014.65559351,-45.50314780,17.16524236
812928187.59159744,-45.53598487,17.13778032
813346360.52760136,-45.55631350,17.12282671
813764533.46360517,-45.57621376,17.10830148
814182706.39960921,-45.59187586,17.09795795
814600879.33561301,-45.63049438,17.06386450
815019052.27161694,-45.64929612,17.04958785
815437225.20762098,-45.68757028,17.01583876
815855398.14362478,-45.71239471,16.99553942
816273571.07962871,-45.73349971,16.97895950
816691744.01563263,-45.77064698,16.94633731
817109916.95163643,-45.78497297,16.93653640
817528089.88764048,-45.82405338,16.90198106
817946262.82364428,-45.85473684,16.87582268
818364435.75964820,-45.88487991,16.85020469
818782608.69565225,-45.91668949,16.82292019
819200781.63165605,-45.94945840,16.79467636
819618954.56765997,-45.98936395,16.75929589
820037127.50366390,-46.01413440,16.73905051
820455300.43966770,-46.05831386,16.69939614
820873473.37567174,-46.09306092,16.66917415
821291646.31167555,-46.12435259,16.64240756
821709819.24767947,-46.16183807,16.60944716
822127992.18368351,-46.20026477,16.57554554
822546165.11968732,-46.24138734,16.53894805
822964338.05569124,-46.26699060,16.51786987
823382510.99169517,-46.32250477,16.46688078
823800683.92769897,-46.35071949,16.44319113
824218856.86370301,-46.39083399,16.40760172
824637029.79970682,-46.43101510,16.37194568
825055202.73571074,-46.46376280,16.34372306
825473375.67171478,-46.51493527,16.29503502
825891548.60771859,-46.55976553,16.24992497
826309721.54372251,-46.61076629,16.19864443
826727894.47972643,-46.65671993,16.15241100
827146067.41573024,-46.70279033,16.10606082
827564240.35173428,-46.75726474,16.05130663
827982413.28773808,-46.79489159,16.01339999
828400586.22374201,-46.86486997,15.94314183
828818759.15974605,-46.91584980,15.89188222
829236932.09574986,-46.96061115,15.84684108
829655105.03175378,-47.01398746,15.79318499
830073277.96775770,-47.08102641,15.72586625
830491450.90376151,-47.13222884,15.67438404
830909623.83976555,-47.20412123,15.60221187
831327796.77576935,-47.26422391,15.54182940
831745969.71177328,-47.32968881,15.47608472
832164142.64777732,-47.39925774,15.40623600
832582315.58378112,-47.46385467,15.34135929
833000488.51978505,-47.54987614,15.25505804
833418661.45578897,-47.62858669,15.17606770
833836834.39179277,-47.69297654,15.11139807
834255007.32779682,-47.77782554,15.02626929
834673180.26380062,-47.87995195,14.92386309
835091353.19980454,-47.95728928,14.84624598
835509526.13580847,-48.06238028,14.74087519
835927699.07181239,-48.15856840,14.64440730
836345872.00781631,-48.25934195,14.54335395
836764044.94382012,-48.35470662,14.45981115
837182217.87982404,-48.46884400,14.36084968
837600390.81582808,-48.57665678,14.26821281
838018563.75183189,-48.68232568,14.17771980
838436736.68783581,-48.81144642,14.06377497
838854909.62383974,-48.93751740,13.95287989
839273082.55984366,-49.06948810,13.83608510
839691255.49584758,-49.20123514,13.71951396
840109428.43185139,-49.32172903,13.61419598
840527601.36785531,-49.46863928,13.48246162
840945774.30385935,-49.62371504,13.34256177
841363947.23986316,-49.77693214,13.20452057
841782120.17586708,-49.92052740,13.07610122
842200293.11187100,-50.08038962,12.93141490
842618466.04787493,-50.23754416,12.78943627
843036638.98387885,-50.39857067,12.64358566
843454811.91988266,-50.57293574,12.48439650
843872984.85588658,-50.74762001,12.32488813
844291157.79189062,-50.91847990,12.16920414
844709330.72789443,-51.09262331,12.01023663
845127503.66389835,-51.28105397,11.83698188
845545676.59990227,-51.46378287,11.66942888
845963849.53590620,-51.63464872,11.51373894
846382022.47191012,-51.82961829,11.33394526
846800195.40791392,-52.00336047,11.17537899
847218368.34391785,-52.19429922,10.99961615
847636541.27992189,-52.36942277,10.83829598
848054714.21592569,-52.55851018,10.65466908
848472887.15192962,-52.74845178,10.47018798
848891060.08793354,-52.92025984,10.30384043
849309233.02393746,-53.10435332,10.12520746
849727405.95994139,-53.27491171,9.96010958
850145578.89594519,-53.44982585,9.79065594
850563751.83194911,-53.60088075,9.64506155
850981924.76795316,-53.76809016,9.48331265
851400097.70395696,-53.90996986,9.34689346
851818270.63996089,-54.04449396,9.21782986
852236443.57596481,-54.16397251,9.10381182
852654616.51196873,-54.30039090,8.97285394
853072789.44797266,-54.40524830,8.87345705
853490962.38397646,-54.50896501,8.77520084
853909135.31998038,-54.58444486,8.70518150
854327308.25598443,-54.64716250,8.64792437
854745481.19198823,-54.69958140,8.60096597
855163654.12799215,-54.74752365,8.55848423
855581827.06399608,-54.77259511,8.53887328
856000000.00000000,-52.87233951,10.44458939
